lexeme,stratum,det_flag,diagnostic,op,sentence,flag,needs_realization
a great many,determinative,core2021,un_prefix,both,Something was una great many.,orthographic_un,
a great many,determinative,core2021,ly_adverb_base,both,Something happened a great many+ly.,,morphology+ly
a great many,determinative,core2021,ness_nominalization,both,The a great many+ness of something.,,morphology+ness
a great many,determinative,core2021,seem_complement,both,Something seemed a great many.,,
a great many,determinative,core2021,become_complement,both,Something became a great many.,,
a great many,determinative,core2021,coordination_with_adj,judgment,Something was old and a great many.,,
a great many,determinative,core2021,fronting_pp,judgment,"A great many something, something happened.",,
a great many,determinative,core2021,stranding,judgment,The something that something was a great many __,,
a little,determinative,core2021,very_mod,both,Something was very a little.,,
a little,determinative,core2021,too_mod,both,Something was too a little.,,
a little,determinative,core2021,comparative_more,both,Something was more a little than something else.,,
a little,determinative,core2021,inflectional_comparison,both,Something was a little+er than something else.,,morphology+er
a little,determinative,core2021,right_mod,judgment,Something was right a little.,,
a little,determinative,core2021,enough_postposed,judgment,Something was a little enough.,,
a little,determinative,core2021,enough_preposed,judgment,Something was enough a little.,,
a little,determinative,core2021,np_complement,both,Something was a little something.,,
a little,determinative,core2021,gerund_gap_complement,judgment,Something was a little doing.,,
a little,determinative,core2021,attributive,both,The a little something happened.,,
a little,determinative,core2021,predicative_be,both,Something was a little.,,
a little,determinative,core2021,postpositive,judgment,The something a little happened.,note_postpositive,
a little,determinative,core2021,predeterminer_position,both,A little the something happened.,,
a little,determinative,core2021,determiner_function,both,A little something happened.,,
a little,determinative,core2021,fused_head,both,Someone saw a little.,,
a little,determinative,core2021,partitive_of,both,A little of the somethings happened.,,
a little,determinative,core2021,un_prefix,both,Something was una little.,orthographic_un,
a little,determinative,core2021,ly_adverb_base,both,Something happened a little+ly.,,morphology+ly
a little,determinative,core2021,ness_nominalization,both,The a little+ness of something.,,morphology+ness
a little,determinative,core2021,seem_complement,both,Something seemed a little.,,
a little,determinative,core2021,become_complement,both,Something became a little.,,
a little,determinative,core2021,coordination_with_adj,judgment,Something was old and a little.,,
a little,determinative,core2021,fronting_pp,judgment,"A little something, something happened.",,
a little,determinative,core2021,stranding,judgment,The something that something was a little __,,
all,determinative,core2021,very_mod,both,Something was very all.,,
all,determinative,core2021,too_mod,both,Something was too all.,,
all,determinative,core2021,comparative_more,both,Something was more all than something else.,,
all,determinative,core2021,inflectional_comparison,both,Something was all+er than something else.,,morphology+er
all,determinative,core2021,right_mod,judgment,Something was right all.,,
all,determinative,core2021,enough_postposed,judgment,Something was all enough.,,
all,determinative,core2021,enough_preposed,judgment,Something was enough all.,,
all,determinative,core2021,np_complement,both,Something was all something.,,
all,determinative,core2021,gerund_gap_complement,judgment,Something was all doing.,,
all,determinative,core2021,attributive,both,The all something happened.,,
all,determinative,core2021,predicative_be,both,Something was all.,,
all,determinative,core2021,postpositive,judgment,The something all happened.,note_postpositive,
all,determinative,core2021,predeterminer_position,both,All the something happened.,,
all,determinative,core2021,determiner_function,both,All something happened.,,
all,determinative,core2021,fused_head,both,Someone saw all.,,
all,determinative,core2021,partitive_of,both,All of the somethings happened.,,
all,determinative,core2021,un_prefix,both,Something was unall.,orthographic_un,
all,determinative,core2021,ly_adverb_base,both,Something happened all+ly.,,morphology+ly
all,determinative,core2021,ness_nominalization,both,The all+ness of something.,,morphology+ness
all,determinative,core2021,seem_complement,both,Something seemed all.,,
all,determinative,core2021,become_complement,both,Something became all.,,
all,determinative,core2021,coordination_with_adj,judgment,Something was old and all.,,
all,determinative,core2021,fronting_pp,judgment,"All something, something happened.",,
all,determinative,core2021,stranding,judgment,The something that something was all __,,
another,determinative,core2021,very_mod,both,Something was very another.,,
another,determinative,core2021,too_mod,both,Something was too another.,,
another,determinative,core2021,comparative_more,both,Something was more another than something else.,,
another,determinative,core2021,inflectional_comparison,both,Something was another+er than something else.,,morphology+er
another,determinative,core2021,right_mod,judgment,Something was right another.,,
another,determinative,core2021,enough_postposed,judgment,Something was another enough.,,
another,determinative,core2021,enough_preposed,judgment,Something was enough another.,,
another,determinative,core2021,np_complement,both,Something was another something.,,
another,determinative,core2021,gerund_gap_complement,judgment,Something was another doing.,,
another,determinative,core2021,attributive,both,The another something happened.,,
another,determinative,core2021,predicative_be,both,Something was another.,,
another,determinative,core2021,postpositive,judgment,The something another happened.,note_postpositive,
another,determinative,core2021,predeterminer_position,both,Another the something happened.,,
another,determinative,core2021,determiner_function,both,Another something happened.,,
another,determinative,core2021,fused_head,both,Someone saw another.,,
another,determinative,core2021,partitive_of,both,Another of the somethings happened.,,
another,determinative,core2021,un_prefix,both,Something was unanother.,orthographic_un,
another,determinative,core2021,ly_adverb_base,both,Something happened another+ly.,,morphology+ly
another,determinative,core2021,ness_nominalization,both,The another+ness of something.,,morphology+ness
another,determinative,core2021,seem_complement,both,Something seemed another.,,
another,determinative,core2021,become_complement,both,Something became another.,,
another,determinative,core2021,coordination_with_adj,judgment,Something was old and another.,,
another,determinative,core2021,fronting_pp,judgment,"Another something, something happened.",,
another,determinative,core2021,stranding,judgment,The something that something was another __,,
any,determinative,core2021,very_mod,both,Something was very any.,,
any,determinative,core2021,too_mod,both,Something was too any.,,
any,determinative,core2021,comparative_more,both,Something was more any than something else.,,
any,determinative,core2021,inflectional_comparison,both,Something was any+er than something else.,,morphology+er
any,determinative,core2021,right_mod,judgment,Something was right any.,,
any,determinative,core2021,enough_postposed,judgment,Something was any enough.,,
any,determinative,core2021,enough_preposed,judgment,Something was enough any.,,
any,determinative,core2021,np_complement,both,Something was any something.,,
any,determinative,core2021,gerund_gap_complement,judgment,Something was any doing.,,
any,determinative,core2021,attributive,both,The any something happened.,,
any,determinative,core2021,predicative_be,both,Something was any.,,
any,determinative,core2021,postpositive,judgment,The something any happened.,note_postpositive,
any,determinative,core2021,predeterminer_position,both,Any the something happened.,,
any,determinative,core2021,determiner_function,both,Any something happened.,,
any,determinative,core2021,fused_head,both,Someone saw any.,,
any,determinative,core2021,partitive_of,both,Any of the somethings happened.,,
any,determinative,core2021,un_prefix,both,Something was unany.,orthographic_un,
any,determinative,core2021,ly_adverb_base,both,Something happened any+ly.,,morphology+ly
any,determinative,core2021,ness_nominalization,both,The any+ness of something.,,morphology+ness
any,determinative,core2021,seem_complement,both,Something seemed any.,,
any,determinative,core2021,become_complement,both,Something became any.,,
any,determinative,core2021,coordination_with_adj,judgment,Something was old and any.,,
any,determinative,core2021,fronting_pp,judgment,"Any something, something happened.",,
any,determinative,core2021,stranding,judgment,The something that something was any __,,
anybody,determinative,core2021,very_mod,both,Something was very anybody.,,
anybody,determinative,core2021,too_mod,both,Something was too anybody.,,
anybody,determinative,core2021,comparative_more,both,Something was more anybody than something else.,,
